===========================================================================
接口列表
 11...........................Wintun Userspace Tunnel
 39...........................XyNetTunnel Tunnel
  7...04 d9 f5 1f 99 4a ......Realtek PCIe GbE Family Controller
 16...00 1a 7d da 71 11 ......Bluetooth Device (Personal Area Network)
  1...........................Software Loopback Interface 1
===========================================================================

IPv4 路由表
===========================================================================
活动路由:
网络目标        网络掩码          网关       接口   跃点数
      125.214.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      125.224.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
        126.0.0.0        255.0.0.0         10.4.4.1         10.4.4.2     10
        127.0.0.0        255.0.0.0            在链路上         127.0.0.1    331
        127.0.0.1  255.255.255.255            在链路上         127.0.0.1    331
  127.255.255.255  255.255.255.255            在链路上         127.0.0.1    331
        128.0.0.0        252.0.0.0         10.4.4.1         10.4.4.2     10
  129.226.102.136  255.255.255.255         10.4.4.1         10.4.4.2     10
  129.226.102.235  255.255.255.255         10.4.4.1         10.4.4.2     10
   129.226.103.18  255.255.255.255         10.4.4.1         10.4.4.2     10
   129.226.103.85  255.255.255.255         10.4.4.1         10.4.4.2     10
        132.0.0.0        254.0.0.0         10.4.4.1         10.4.4.2     10
        134.0.0.0      255.128.0.0         10.4.4.1         10.4.4.2     10
      134.128.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
      134.192.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      134.197.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      134.198.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      134.200.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      134.208.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      134.224.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
        135.0.0.0        255.0.0.0         10.4.4.1         10.4.4.2     10
        136.0.0.0        254.0.0.0         10.4.4.1         10.4.4.2     10
        138.0.0.0        255.0.0.0         10.4.4.1         10.4.4.2     10
        139.0.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
        139.8.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
       139.10.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
       139.12.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
       139.16.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
       139.32.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
       139.64.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
      139.128.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      139.130.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      139.132.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      139.136.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      139.144.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      139.149.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      139.150.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      139.152.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      139.154.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      139.156.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      139.158.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      139.160.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      139.168.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      139.171.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      139.172.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      139.177.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      139.178.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      139.180.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      139.182.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      139.184.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      139.187.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      139.188.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      139.190.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      139.192.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      139.216.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      139.218.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      139.222.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      139.225.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      139.228.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      139.232.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      139.240.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
        140.0.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
       140.64.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
       140.72.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
       140.74.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
       140.76.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
       140.80.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
       140.96.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
      140.128.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      140.136.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      140.140.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      140.142.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      140.144.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      140.160.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
      140.192.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      140.200.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      140.204.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      140.208.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      140.211.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      140.212.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      140.216.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      140.225.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      140.226.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      140.228.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      140.232.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      140.236.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      140.238.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      140.241.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      140.242.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      140.244.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      140.247.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      140.248.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      140.251.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      140.252.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      140.254.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
        141.0.0.0        255.0.0.0         10.4.4.1         10.4.4.2     10
        142.0.0.0        254.0.0.0         10.4.4.1         10.4.4.2     10
    142.250.68.46  255.255.255.255         10.4.4.1         10.4.4.2     10
    142.250.68.78  255.255.255.255         10.4.4.1         10.4.4.2     10
   142.250.71.138  255.255.255.255         10.4.4.1         10.4.4.2     10
   142.250.71.155  255.255.255.255         10.4.4.1         10.4.4.2     10
   142.250.71.163  255.255.255.255         10.4.4.1         10.4.4.2     10
   142.250.71.187  255.255.255.255         10.4.4.1         10.4.4.2     10
   142.250.71.230  255.255.255.255         10.4.4.1         10.4.4.2     10
   142.250.72.142  255.255.255.255         10.4.4.1         10.4.4.2     10
   142.250.72.174  255.255.255.255         10.4.4.1         10.4.4.2     10
   142.250.72.238  255.255.255.255         10.4.4.1         10.4.4.2     10
     142.250.76.3  255.255.255.255         10.4.4.1         10.4.4.2     10
     142.250.76.8  255.255.255.255         10.4.4.1         10.4.4.2     10
    142.250.76.27  255.255.255.255         10.4.4.1         10.4.4.2     10
   142.250.76.228  255.255.255.255         10.4.4.1         10.4.4.2     10
   142.250.76.251  255.255.255.255         10.4.4.1         10.4.4.2     10
   142.250.176.14  255.255.255.255         10.4.4.1         10.4.4.2     10
  142.250.188.238  255.255.255.255         10.4.4.1         10.4.4.2     10
   142.250.189.14  255.255.255.255         10.4.4.1         10.4.4.2     10
  142.250.196.251  255.255.255.255         10.4.4.1         10.4.4.2     10
   142.250.197.27  255.255.255.255         10.4.4.1         10.4.4.2     10
   142.250.197.59  255.255.255.255         10.4.4.1         10.4.4.2     10
   142.250.197.67  255.255.255.255         10.4.4.1         10.4.4.2     10
   142.250.197.91  255.255.255.255         10.4.4.1         10.4.4.2     10
  142.250.197.123  255.255.255.255         10.4.4.1         10.4.4.2     10
  142.250.197.155  255.255.255.255         10.4.4.1         10.4.4.2     10
  142.250.197.226  255.255.255.255         10.4.4.1         10.4.4.2     10
  142.250.197.234  255.255.255.255         10.4.4.1         10.4.4.2     10
  142.250.198.110  255.255.255.255         10.4.4.1         10.4.4.2     10
  142.250.198.155  255.255.255.255         10.4.4.1         10.4.4.2     10
  142.250.198.187  255.255.255.255         10.4.4.1         10.4.4.2     10
  142.250.198.219  255.255.255.255         10.4.4.1         10.4.4.2     10
   142.250.199.67  255.255.255.255         10.4.4.1         10.4.4.2     10
   142.250.199.91  255.255.255.255         10.4.4.1         10.4.4.2     10
  142.250.199.219  255.255.255.255         10.4.4.1         10.4.4.2     10
  142.250.199.251  255.255.255.255         10.4.4.1         10.4.4.2     10
    142.251.8.156  255.255.255.255         10.4.4.1         10.4.4.2     10
    142.251.8.157  255.255.255.255         10.4.4.1         10.4.4.2     10
    142.251.34.78  255.255.255.255         10.4.4.1         10.4.4.2     10
    142.251.40.46  255.255.255.255         10.4.4.1         10.4.4.2     10
        144.2.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
        144.4.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
        144.6.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
        144.8.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
       144.13.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
       144.14.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
       144.16.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
       144.32.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
       144.48.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
       144.53.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
       144.54.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
       144.56.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
       144.64.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
       144.96.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      144.112.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      144.120.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      144.122.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      144.124.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      144.128.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
      144.192.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
      144.224.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      144.240.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      144.248.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      144.252.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      144.254.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
        145.0.0.0        255.0.0.0         10.4.4.1         10.4.4.2     10
        146.0.0.0        254.0.0.0         10.4.4.1         10.4.4.2     10
    146.75.46.167  255.255.255.255         10.4.4.1         10.4.4.2     10
     147.12.16.68  255.255.255.255         10.4.4.1         10.4.4.2     10
    147.12.16.181  255.255.255.255         10.4.4.1         10.4.4.2     10
    147.12.17.173  255.255.255.255         10.4.4.1         10.4.4.2     10
    147.12.17.248  255.255.255.255         10.4.4.1         10.4.4.2     10
     147.12.19.68  255.255.255.255         10.4.4.1         10.4.4.2     10
    147.12.19.181  255.255.255.255         10.4.4.1         10.4.4.2     10
        148.0.0.0        254.0.0.0         10.4.4.1         10.4.4.2     10
        150.1.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
        150.2.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
        150.4.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
        150.8.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
       150.16.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
       150.32.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
       150.64.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
       150.96.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      150.112.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      150.114.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      150.116.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      150.120.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      150.123.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      150.124.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      150.128.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      150.136.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      150.140.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      150.144.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      150.160.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
      150.192.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      150.208.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      150.216.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      150.220.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      150.222.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      150.224.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      150.240.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      150.248.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      150.252.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      150.254.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
        151.0.0.0        255.0.0.0         10.4.4.1         10.4.4.2     10
    151.101.2.167  255.255.255.255         10.4.4.1         10.4.4.2     10
    151.101.2.214  255.255.255.255         10.4.4.1         10.4.4.2     10
   151.101.66.167  255.255.255.255         10.4.4.1         10.4.4.2     10
   151.101.66.214  255.255.255.255         10.4.4.1         10.4.4.2     10
   151.101.78.133  255.255.255.255         10.4.4.1         10.4.4.2     10
   151.101.78.214  255.255.255.255         10.4.4.1         10.4.4.2     10
     151.101.79.9  255.255.255.255         10.4.4.1         10.4.4.2     10
  151.101.130.167  255.255.255.255         10.4.4.1         10.4.4.2     10
  151.101.130.214  255.255.255.255         10.4.4.1         10.4.4.2     10
  151.101.194.167  255.255.255.255         10.4.4.1         10.4.4.2     10
  151.101.194.214  255.255.255.255         10.4.4.1         10.4.4.2     10
        152.0.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
       152.64.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
       152.96.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      152.104.0.0    255.255.128.0         10.4.4.1         10.4.4.2     10
      152.105.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      152.106.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      152.108.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      152.112.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      152.128.0.0      255.128.0.0         10.4.4.1         10.4.4.2     10
        153.1.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
        153.2.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
        153.4.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
        153.8.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
       153.16.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
       153.32.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
       153.38.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
       153.40.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
       153.48.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
       153.64.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
       153.96.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
       153.98.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      153.100.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      153.102.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      153.104.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      153.112.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      153.116.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      153.120.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      153.128.0.0      255.128.0.0         10.4.4.1         10.4.4.2     10
        154.0.0.0        254.0.0.0         10.4.4.1         10.4.4.2     10
    155.102.4.140  255.255.255.255         10.4.4.1         10.4.4.2     10
    155.102.4.141  255.255.255.255         10.4.4.1         10.4.4.2     10
    155.102.4.142  255.255.255.255         10.4.4.1         10.4.4.2     10
    155.102.4.143  255.255.255.255         10.4.4.1         10.4.4.2     10
    155.102.4.144  255.255.255.255         10.4.4.1         10.4.4.2     10
    155.102.4.145  255.255.255.255         10.4.4.1         10.4.4.2     10
    155.102.4.146  255.255.255.255         10.4.4.1         10.4.4.2     10
    155.102.4.147  255.255.255.255         10.4.4.1         10.4.4.2     10
        156.0.0.0        255.0.0.0         10.4.4.1         10.4.4.2     10
   156.250.64.174  255.255.255.255         10.4.4.1         10.4.4.2     10
        157.1.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
        157.2.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
        157.4.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
        157.8.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
       157.16.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
       157.19.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
       157.20.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
       157.24.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
       157.32.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
       157.48.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
       157.56.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
       157.60.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
       157.62.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
       157.64.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
       157.96.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      157.112.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      157.120.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      157.123.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      157.124.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      157.128.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      157.144.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      157.149.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      157.150.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      157.152.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      157.157.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      157.158.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      157.160.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
      157.192.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
      157.224.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      157.240.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      157.248.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      157.252.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      157.254.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
        158.0.0.0        255.0.0.0         10.4.4.1         10.4.4.2     10
        159.0.0.0      255.128.0.0         10.4.4.1         10.4.4.2     10
      159.128.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
    159.153.51.20  255.255.255.255         10.4.4.1         10.4.4.2     10
      159.192.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
      159.224.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      159.227.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      159.228.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      159.232.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      159.240.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
        160.0.0.0        255.0.0.0         10.4.4.1         10.4.4.2     10
        161.0.0.0      255.128.0.0         10.4.4.1         10.4.4.2     10
      161.128.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
      161.192.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      161.200.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      161.204.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      161.206.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      161.208.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      161.224.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
        162.0.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
       162.64.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
       162.96.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      162.104.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      162.106.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      162.108.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      162.112.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      162.128.0.0      255.128.0.0         10.4.4.1         10.4.4.2     10
     162.159.61.3  255.255.255.255         10.4.4.1         10.4.4.2     10
    162.159.142.9  255.255.255.255         10.4.4.1         10.4.4.2     10
    162.247.241.2  255.255.255.255         10.4.4.1         10.4.4.2     10
   162.247.243.29  255.255.255.255         10.4.4.1         10.4.4.2     10
   162.247.243.33  255.255.255.255         10.4.4.1         10.4.4.2     10
   162.247.243.39  255.255.255.255         10.4.4.1         10.4.4.2     10
    162.254.195.4  255.255.255.255         10.4.4.1         10.4.4.2     10
    162.254.195.5  255.255.255.255         10.4.4.1         10.4.4.2     10
        163.1.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
        163.2.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
        163.4.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
        163.8.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
       163.16.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
       163.32.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
       163.64.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
       163.96.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      163.112.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      163.120.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      163.124.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      163.126.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      163.128.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      163.136.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      163.140.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      163.143.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      163.144.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      163.160.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      163.176.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      163.178.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      163.180.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
   163.181.77.236  255.255.255.255         10.4.4.1         10.4.4.2     10
   163.181.77.237  255.255.255.255         10.4.4.1         10.4.4.2     10
      163.184.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      163.192.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      163.200.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      163.205.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      163.206.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      163.208.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      163.224.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
        164.0.0.0        254.0.0.0         10.4.4.1         10.4.4.2     10
        166.0.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
       166.64.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
       166.96.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      166.104.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      166.108.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      166.110.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      166.112.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
    166.117.23.51  255.255.255.255         10.4.4.1         10.4.4.2     10
    166.117.76.29  255.255.255.255         10.4.4.1         10.4.4.2     10
   166.117.147.16  255.255.255.255         10.4.4.1         10.4.4.2     10
      166.128.0.0      255.128.0.0         10.4.4.1         10.4.4.2     10
        167.0.0.0      255.128.0.0         10.4.4.1         10.4.4.2     10
      167.128.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      167.136.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      167.138.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      167.140.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      167.144.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      167.160.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      167.176.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      167.184.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      167.188.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      167.190.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      167.192.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
        168.0.0.0      255.128.0.0         10.4.4.1         10.4.4.2     10
      168.128.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
      168.161.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
      168.162.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      168.164.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      168.168.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      168.176.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      168.192.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
        169.0.0.0      255.128.0.0         10.4.4.1         10.4.4.2     10
      169.128.0.0      255.192.0.0         10.4.4.1         10.4.4.2     10
      169.192.0.0      255.224.0.0         10.4.4.1         10.4.4.2     10
      169.224.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
      169.240.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
      169.248.0.0      255.252.0.0         10.4.4.1         10.4.4.2     10
      169.252.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
      169.255.0.0      255.255.0.0         10.4.4.1         10.4.4.2     10
        170.0.0.0        255.0.0.0         10.4.4.1         10.4.4.2     10
        171.0.0.0      255.248.0.0         10.4.4.1         10.4.4.2     10
     171.8.167.65  255.255.255.255         10.4.4.1         10.4.4.2     10
       171.16.0.0      255.240.0.0         10.4.4.1         10.4.4.2     10
       171.32.0.0      255.254.0.0         10.4.4.1         10.4.4.2     10
